string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_9,string_field_10,DistCoast,DistLakeMal,DistRuk,DistTang,DistVik,DistCoast1,DistMal1,DistRuk1,DistTang1,DistVik1,Distance,tolink
BiZUtB3bowz,Mkuu Dispensary,Mkuu Dispensary,105153-1,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.627673,-3.681593]",,,,,,208.1475655,755.2808137,736.0073388,862.2914733,450.2192546,208.1475655,
hsrp9uSXEB0,Kifaru Dispensary,Kifaru Dispensary,102679-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.55978,-3.53513]",,,,,,223.3538441,765.2918319,742.4352005,862.5448407,437.627871,223.3538441,
jjP8BuuQhaw,Kivisini Dispensary,Kivisini Dispensary,103214-3,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.63612,-3.56845]",,,,,,214.2867921,766.4598714,745.621041,868.5355366,446.8479922,214.2867921,
MypalYeNdxf,Kirongaya Dispensary,Kirongaya Dispensary,103042-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.64984,-3.70167]",,,,,,204.8826387,754.6816447,736.1620168,863.5798162,453.3080257,204.8826387,
DrpkvB7gepM,Toloha Dispensary,Toloha Dispensary,107861-7,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.79058,-3.71499]",,,,,,190.9630794,761.7751168,746.2386091,877.1624323,468.4656932,190.9630794,
vGx6rMzf5mB,Mbore Dispensary,Mbore Dispensary,104634-1,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.68294,-3.69897]",,,,,,201.9317694,756.8760418,738.9702444,867.0394966,456.6422454,201.9317694,
RBSDjCBc7Or,Lambo (Mwanga) Dispensary,Lambo Dispensary,103458-6,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.62341,-3.64949]",,,,,,210.452805,758.0634112,738.208689,863.3810164,448.5354606,210.452805,
mQEIPuG7TBd,Jipe Dispensary,Jipe Dispensary,102089-0,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.7189,-3.57208]",,,,,,206.5868252,770.9051534,751.7477984,876.6432392,455.6777722,206.5868252,
vVgafV2i2K7,Kwakoa Dispensary,Kwakoa Dispensary,103363-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.71107,-3.78458]",,,,,,194.3064502,750.5327094,734.5426549,865.9413993,462.9624098,194.3064502,
PLb0VxzBrFN,Lembeni RC Dispensary,Lembeni RC Dispensary,103473-5,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.61316,-3.78447]",,,,,,203.7399029,744.7529723,726.8052973,856.0430441,452.8605021,203.7399029,
RJi8t1jd0lI,Ndorwe Dispensary,Ndorwe Dispensary,106270-2,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.66027,-3.71642]",,,,,,203.0381436,753.9065269,735.8250177,863.9428889,454.971655,203.0381436,
nHjcetZlS5g,Mruma Dspensary,Mruma Dspensary,105409-7,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.63678,-3.62638]",,,,,,210.6113992,761.0186024,741.0745716,865.8212114,449.0542614,210.6113992,
RKBuutyJgHU,Kilomeni Sofe Dispensary,Kilomeni Sofe Dispensary,102874-5,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.65457,-3.77639]",,,,,,200.1801371,747.9468707,730.6996868,860.5987438,456.7949951,200.1801371,
QRROpgBfZ7L,Kambi ya Simba Dispensary,Kambi ya Simba Dispensary,102287-0,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.70814,-3.594476]",,,,,,206.0958638,768.1698114,749.1437106,874.4956831,455.3508894,206.0958638,
uAkvF7f2qlv,Kileo Dispensary,Kileo Dispensary,102826-5,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.57153,-3.47822]",,,,,,225.9288658,771.3831715,747.9180009,866.5247024,436.8580909,225.9288658,
Vr4NH5XYeLi,Kisangara Juu RC,Kisangara Juu RC,103075-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[-3.73732,37.6384]",,,,,,203.9158079,750.6613221,732.4729658,860.7674861,453.5385747,203.9158079,
UeXFXP0lkbE,Raa Dispensary,Raa Dispensary,107053-1,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.65515,-3.60986]",,,,,,209.9411524,763.6405569,743.8074047,868.4505265,450.3591248,209.9411524,
A3Y90vP3QEN,Mfinga,Mfinga,104752-1,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[-3.67006,37.63428]",,,,,,208.2084511,756.7516963,737.4309682,863.4989831,450.4587723,208.2084511,
BkzAY1ARKCa,Handeni Dispensary,Handeni Dispensary,101312-7,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.46968,-3.59783]",,,,,,227.9435629,754.2634642,730.5281174,850.498186,430.535093,227.9435629,
EQJzi7tbfOd,Kagongo Health Center,Kagongo Health Center,102170-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[37.71603,-3.6857]",,,,,,199.648603,760.0699656,742.6093056,870.991544,459.5748054,199.648603,
str4ESE6sEm,Sungo Dispensary,Sungo Dispensary,107669-4,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.665186,-3.655783]",,,,,,206.1851043,759.8945837,740.9659723,867.2778286,453.1316719,206.1851043,
zzFaNdH5YCv,Kighare (Mwanga) Dispensary,Kighare Dispensary,102706-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.65454,-3.68754]",,,,,,205.2721296,756.2851635,737.6384929,864.7141312,453.2443332,205.2721296,
W82lsHiTZGC,Nyabinda Dispensary,Nyabinda Dispensary,106633-1,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.44672,-3.75018]",,,,,,221.8069255,738.4262204,716.5507751,840.8753011,434.3157576,221.8069255,
xdYjgTgn1fj,Vuagha Dispensary,Vuagha Dispensary,108275-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.68628,-3.71615]",,,,,,200.6017535,755.4620128,737.8915966,866.5776858,457.6608313,200.6017535,
KK8aiV0QPJZ,Kisangara Health Center,Kisangara Health Center,103073-3,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[37.59924,-3.75299]",,,,,,206.7982102,746.9003364,728.1745739,856.0918318,450.1276318,206.7982102,
BMdwQbPUIp3,Ndambwe Dispensary,Ndambwe Dispensary,108276-7,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.62164,-3.69149]",,,,,,208.1378952,753.9975014,734.7574776,861.21939,449.9797375,208.1378952,
Vsf5cAWzWY3,Neema,Neema,106295-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[-3.65456,37.5828]",,,,,,213.9590751,755.2467723,734.658699,859.0668068,444.5015217,213.9590751,
U0gaVzs3rzn,Kisangiro Dispensary,Kisangiro Dispensary,103078-2,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.55647,-3.631559]",,,,,,217.7890682,755.9254617,734.4564766,857.5297854,440.8725823,217.7890682,
OzXzYbX0q1C,Kirya Dispensary,Kirya Dispensary,103057-6,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.48732,-3.92431]",,,,,,209.3264749,724.2512188,705.990984,836.9447,446.1460046,209.3264749,
hNWoWyPub0o,Chomvu Dispensary,Chomvu Dispensary,100880-4,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.66027,-3.71642]",,,,,,203.0381436,753.9065269,735.8250177,863.9428889,454.971655,203.0381436,
rlk5P0exOtm,Ngofi Dispensary,Ngofi Dispensary,108277-5,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.669,-3.59034]",,,,,,209.9061223,766.2846213,746.4268804,870.7714949,451.0934154,209.9061223,
bPNSUN5FORM,Kilomeni RC,Kilomeni RC,102875-2,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[-3.76858,37.6561]",,,,,,200.4665287,748.7690664,731.4279395,861.1116782,456.6337816,200.4665287,
Qr4elisWaAz,Songoa Dispensary,Songoa Dispensary,107545-6,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.62152,-3.71682]",,,,,,206.6895996,751.6037891,732.7565485,860.0205953,450.9698479,206.6895996,
fuygORLuIb7,Pangaro Dispensary,Pangaro Dispensary,106969-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.7283,-3.88078]",,,,,,187.4091758,742.6246603,728.5390408,863.3773465,468.7402844,187.4091758,
hYrK9z53v9O,Ndanda Dispensary,Ndanda Dispensary,106239-7,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.65267849,-3.67630013]",,,,,,206.114466,757.234148,738.3757409,865.054451,452.6149702,206.114466,
m4oKo7DYhwS,Ngulu,Ngulu,106435-1,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[-3.81168,37.69085]",,,,,,194.7437416,746.7986333,730.8426302,862.6641978,461.9885569,194.7437416,
MrOKEgcV6hd,Mwai Dispensary,Mwai Dispensary,105818-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.61646,-3.60885]",,,,,,213.5650578,761.5062892,740.890705,864.6239405,446.2734628,213.5650578,
lEgIPy8hNEm,Mgagao Dispensary,Mgagao Dispensary,104761-2,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.65413,-3.9109]",,,,,,193.1906499,735.3569568,720.2833743,854.4952019,462.4657121,193.1906499,
cgZIMXjHMj9,Kifula Health Center,Kifula Health Center,102682-2,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[37.67176,-3.62977]",,,,,,207.1766009,762.7269255,743.5270101,869.1685578,452.8375263,207.1766009,
sM1L3XXeft5,Mwanga Health Center,Mwanga Health Center,105919-5,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[37.57202,-3.65501]",,,,,,214.9486455,754.5868045,733.7893221,857.9646984,443.3975625,214.9486455,
mVQzhv2bdnU,Mriti Dispensary,Mriti Dispensary,105408-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.67536,-3.62229]",,,,,,207.3119292,763.6410086,744.3971504,869.884864,452.9354068,207.3119292,
ANYuDYzRacf,Shighatini KKKT Health Centre,Shighatini KKKT Health Centre,107414-5,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[37.643133,-3.671273]",,,,,,207.3072847,757.1517294,738.0258067,864.3314294,451.4271672,207.3072847,
aYKy0Qt1I9m,Mnali Dispensary,Mnali Dispensary,105235-6,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.2213,-10.4239]",,,,,,72.43564363,480.9307505,,,,72.43564363,
lxilKF6L0pK,Mnolela Dispensary,Mnolela Dispensary,105256-2,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.20657,-10.68452]",,,,,,95.23881254,472.9031693,,,,95.23881254,
cyfOwSw8tp0,Mkoma II Dispensary,Mkoma II Dispensary,105091-3,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.2769,-10.4408]",,,,,,69.42094805,486.3619031,,,,69.42094805,
QEk9wHchZMd,Chiwonga Dispensary,Chiwonga Dispensary,100867-1,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.3572,-10.5627]",,,,,,74.92875589,491.8050394,,,,74.92875589,
xahiBeO1aGC,Mahoha Dispensary,Mahoha Dispensary,104025-2,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.324995,-10.494011]",,,,,,70.57077823,490.0699552,,,,70.57077823,
bcEqv0huuos,Mpilani Dispensary,Mpilani Dispensary,105372-7,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.2358,-10.3715]",,,,,,67.42954953,483.9563164,,,,67.42954953,
DpvgFWlaNm0,Makukwe Dispensary,Makukwe Dispensary,104139-1,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.3816,-10.8299]",,,,,,100.3911134,488.9030828,,,,100.3911134,
bTE42t5tYl3,Mkwedu Health Center,Mkwedu Health Center,110360-5,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Health Center,"[39.337516,-10.953478]",,,,,,114.6695018,482.0585862,,,,114.6695018,
m7tcVmF2I8e,Malatu Dispensary,Malatu Dispensary,104169-8,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.25904,-10.7693]",,,,,,100.0817549,476.809805,,,,100.0817549,
QPceiJHBCG4,Kitangari Rural Health Center,Kitangari Rural Health Center,103160-8,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Health Center,"[39.3373,-10.6581]",,,,,,85.17136733,487.5012763,,,,85.17136733,
g20kp0gSqLM,Idamnole Dispensary,Idamnole Dispensary,101470-3,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.250999,-10.598423]",,,,,,84.67216222,479.6058335,,,,84.67216222,
PVEulo98qZS,Mtunguru Dispensary,Mtunguru Dispensary,105606-8,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.3425,-10.7672]",,,,,,95.70215939,485.8403717,,,,95.70215939,
KLbYLtgWqa5,Mkwedu Dispensary,Mkwedu Dispensary,105166-3,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.35012,-10.85622]",,,,,,104.4007746,485.0327314,,,,104.4007746,
mlcgJdX2A6r,Mtongwele Dispensary,Mtongwele Dispensary,105585-4,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.26146,-10.64677]",,,,,,88.39423914,479.6180335,,,,88.39423914,
RKliL9kDit0,Mikumbi Dispensary,Mikumbi Dispensary,104912-1,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.175,-10.5627]",,,,,,86.89527386,472.3519875,,,,86.89527386,
i0IBKHStyto,Nanyamba Dispensary,Nanyamba Dispensary,106192-8,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.04324,-10.57423]",,,,,,98.04560561,458.016436,,,,98.04560561,
v4s4vCFi90S,Lengo Dispensary,Lengo Dispensary,103481-8,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.3042,-10.7302]",,,,,,93.90912558,482.4400348,,,,93.90912558,
Rjt2B6jW85H,Mnyambe Dispensary,Mnyambe Dispensary,105258-8,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.1361,-10.5696]",,,,,,90.36609192,468.0318715,,,,90.36609192,
pyHPO6XAZsg,Mkongi Dispensary,Mkongi Dispensary,110370-4,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.231563,-10.512892]",,,,,,78.65771846,479.6368556,,,,78.65771846,
rIbMJcqNIKl,Nambali Dispensary,Nambali Dispensary,110359-7,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.287916,-10.56994]",,,,,,79.75164078,484.2287734,,,,79.75164078,
v4QxKeipTap,Chitekete Dispensary,Chitekete Dispensary,100851-5,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.22057,-10.79764]",,,,,,104.904524,472.1263002,,,,104.904524,
hzlXLS3YSlm,Chihangu Rural Health Center,Chihangu Rural Health Center,100795-4,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Health Center,"[39.2209,-10.6132]",,,,,,87.95764924,476.0407125,,,,87.95764924,
k2dRIyiBzYH,Mpalu Dispensary,Mpalu Dispensary,105330-5,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.16413,-10.74047]",,,,,,102.9728229,467.1693839,,,,102.9728229,
LJhX6F14xo5,Mnyeu Dispensary,Mnyeu Dispensary,105260-4,Newala District Council,IYqT1Xik8Bj,bN5q5k5DgLA,Mtwara Region,Dispensary,"[39.4068,-10.6792]",,,,,,83.94639359,494.5142108,,,,83.94639359,
u01PwiPq7kL,Ukalawa Dispensary,Ukalawa Dispensary,108050-6,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.293263,-9.159389]",,,,,,446.5720552,125.084071,268.8910394,452.766168,729.7990443,125.084071,
KOQPw5E1BS4,Ikondo Dispensary,Ikondo Dispensary,101668-2,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.237702,-9.081191]",,,,,,451.3095482,124.9509418,260.72764,445.849413,719.4739635,124.9509418,
CPZFEu6jlH2,Nyombo Dispensary,Nyombo Dispensary,106857-6,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.926208,-9.201449]",,,,,,487.1400189,90.13207841,231.9091931,413.2434904,719.7126046,90.13207841,
rjEKKFCGYZA,Ikuna Dispensary,Ikuna Dispensary,101683-1,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.923686,-9.15756]",,,,,,486.6802954,93.28213278,230.0442118,412.3746426,715.0426381,93.28213278,
N6vRR0qnYMF,Mtwango Dispensary,Mtwango Dispensary,110947-9,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.795398,-9.034164]",,,,,,498.8804285,93.38732716,212.4704295,396.9535687,697.5286087,93.38732716,
ZnSHJcKQxpY,Iwafi Dispensary,Iwafi Dispensary,102028-8,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.288098,-9.344792]",,,,,,450.7804262,112.1066374,274.6953635,454.7760802,748.5690995,112.1066374,
HEpWY31Id4z,Siloam Dispensary,Siloam Dispensary,107469-9,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.815038,-9.034591]",,,,,,496.7409174,94.82746283,214.5551873,399.1088718,698.2703834,94.82746283,
thxDyj2Hzn9,Igongolo Dispensary,Igongolo Dispensary,101569-2,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.908995,-8.964887]",,,,,,485.5871802,107.5551738,222.5415575,408.821963,694.4365551,107.5551738,
C3EyjQTaaWy,Kidegembye Dispensary,Kidegembye Dispensary,102655-8,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.004862,-9.278304]",,,,,,480.0207685,91.42055694,242.9764313,422.9404699,730.6190199,91.42055694,
OXyAOPXNVuq,Msima Sayuni FBO Dispensary,Msima Sayuni FBO Dispensary,105465-9,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.938436,-9.250849]",,,,,,486.6977297,87.50974501,235.0742905,415.3023499,725.3129093,87.50974501,
Y7ONz55NWDG,Lwanzali Dispensary,Lwanzali Dispensary,103786-0,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.296702,-9.38998]",,,,,,450.8704187,109.7810623,277.333625,456.4437371,753.559655,109.7810623,
rT5SejrBSEN,Madeke Dispensary,Madeke Dispensary,103848-8,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.391012,-9.185447]",,,,,,436.4569838,132.0948122,280.0127049,463.7566891,736.6316897,132.0948122,
xxMHjqyg8iQ,Itambo Dispensary,Itambo Dispensary,101962-9,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.342844,-9.396581]",,,,,,446.0699065,113.4345595,282.3293794,461.5639204,756.1344019,113.4345595,
n7cJnBTDP1g,Ninga Dispensary,Ninga Dispensary,106481-5,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.998869,-9.102299]",,,,,,477.6352672,103.4737916,236.0598199,419.9293581,712.1057136,103.4737916,
FkoNnGYRC0o,Kichiwa,Kichiwa,102647-5,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[-9.047734,34.866032]",,,,,,491.3447112,97.72417797,220.3443689,404.8214409,701.4801177,97.72417797,
VNVTZRak02R,Matembwe Dispensary,Matembwe Dispensary,108494-6,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.122553,-9.258938]",,,,,,466.9135383,103.3431517,254.3662548,435.4694194,733.1004342,103.3431517,
i1GpABwPZ46,Ikang`asi Dispensary,Ikang`asi Dispensary,101642-7,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.348994,-9.348999]",,,,,,444.3185351,117.0968441,281.1441716,461.4644529,751.5198028,117.0968441,
x7H8wTv4Nku,Isoliwaya Dispensary,Isoliwaya Dispensary,101924-9,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.199622,-9.215299]",,,,,,457.744994,113.0803834,260.8418951,443.2458681,731.6646294,113.0803834,
mXTmRbYBoav,Image Dispensary,Image Dispensary,101778-9,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.100083,-9.192428]",,,,,,468.1146872,105.4699948,249.6565822,432.0813519,725.3470497,105.4699948,
l8Rz5IoCb8T,Igombola Dispensary,Igombola Dispensary,101567-6,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.276044,-9.291246]",,,,,,450.9489697,114.9219749,271.4658516,452.6630713,742.580683,114.9219749,
hBacUWrXFEh,Mfriga Dispensary,Mfriga Dispensary,104755-4,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.316987,-9.296681]",,,,,,446.6409986,117.9370483,275.9161758,457.2013475,744.8314397,117.9370483,
t5VD5CnpT3W,Matembwe FBO Dispensary,Matembwe FBO Dispensary,110896-8,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.164219,-9.250911]",,,,,,462.2509253,107.696445,258.3960984,439.8876833,733.9131113,107.696445,
mhrF9VLth2z,Kanikelele Dispensary,Kanikelele Dispensary,102329-0,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[35.261245,-9.217842]",,,,,,451.1208319,118.5946539,267.3793912,450.0017749,734.4446453,118.5946539,
dwRf8vV9acE,Lupembe Health Center,Lupembe Health Center,103736-5,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Health Center,"[35.239206,-9.269736]",,,,,,454.4988911,113.1613497,266.8657854,448.3309036,738.8660057,113.1613497,
DpxALFVWcpu,Ibumila Dispensary,Ibumila Dispensary,101456-2,Njombe District Council,GOmwoDIGL98,qarQhOt2OEh,Njombe Region,Dispensary,"[34.848478,-9.126037]",,,,,,494.370412,90.06512508,221.096844,403.7655543,709.0300668,90.06512508,
YVQPQFxc7uj,Ugala Dispensary,Ugala Dispensary,108020-9,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.16353,-5.78668]",,,,,,843.3450884,516.7552959,189.1206139,131.1130028,331.3510266,131.1130028,
UC9BHksnrsU,Nsimbo Dispensary,Nsimbo Dispensary,110105-4,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.18864,-6.38021]",,,,,,840.4697264,463.9020857,127.4604974,94.09616641,395.3154835,94.09616641,
eoLrkAkfVKk,Mtapenda Dispensary,Mtapenda Dispensary,110258-1,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.17137,-6.33367]",,,,,,842.2030465,469.037671,132.9484332,96.21838919,390.5702269,96.21838919,
nZtNNYRtHdo,Nzaga Dispensary,Nzaga Dispensary,106867-5,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.3235,-6.35989]",,,,,,825.477225,455.942745,123.6458781,106.8229043,390.8702868,106.8229043,
wLt3DjN3Uuz,Sitalike Dispensary,Sitalike Dispensary,107503-5,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.14241,-6.61836]",,,,,,846.9628132,447.9493303,105.885421,73.935501,422.1368494,73.935501,
Z5HPHUv9JyK,Kaminula Dispensary,Kaminula Dispensary,102291-2,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.16321,-6.15346]",,,,,,842.7194384,484.8397778,151.7539723,105.8100664,371.1284971,105.8100664,
SpwjvkZ8kSI,Kaburonge Dispensary,Kaburonge Dispensary,102147-6,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.119,-6.13147]",,,,,,847.5978105,489.8332475,155.8803305,102.9242693,369.6851064,102.9242693,
XrHSkvu0NXt,Ikolongo Dispensary,Ikolongo Dispensary,101660-9,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.1726,-6.26115]",,,,,,841.8549698,475.0360428,140.3667864,100.4016059,382.6512882,100.4016059,
vxjCwpoP7y7,Kambuzi Dispensary,Kambuzi Dispensary,109202-2,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.09518,-6.05102]",,,,,,850.2398389,498.3734327,165.1329948,105.9270784,361.5205054,105.9270784,
iOeGo8DiCkz,Msaginya Dispensary,Msaginya Dispensary,110100-5,Nsimbo District Council,PKl52zU7vuH,DWSo42hunXH,Katavi Region,Dispensary,"[31.24673,-6.36803]",,,,,,833.9977296,460.7186483,126.3781209,99.74985499,392.9609435,99.74985499,
