string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_9,string_field_10,DistCoast,DistLakeMal,DistRuk,DistTang,DistVik,DistCoast1,DistMal1,DistRuk1,DistTang1,DistVik1,Distance,tolink
kK6u16hwpif,Msanga Mkuu Dispensary,Msanga Mkuu Dispensary,105433-7,Mtwara District Council,xOJxkz079Ek,bN5q5k5DgLA,Mtwara Region,Dispensary,"[40.230906,-10.24668]",,,,,,2.79163139,592.9335967,,,,2.79163139,
rWfMhw6SGYH,Kitere Health Center,Kitere Health Center,103175-6,Mtwara District Council,xOJxkz079Ek,bN5q5k5DgLA,Mtwara Region,Health Center,"[39.781155,-10.352534]",,,,,,32.89539152,542.2988665,,,,32.89539152,
jMQKI4LfFUr,Minyembe Dispensary,Minyembe Dispensary,104950-1,Mtwara District Council,xOJxkz079Ek,bN5q5k5DgLA,Mtwara Region,Dispensary,"[40.185761,-10.422275]",,,,,,17.1083634,583.7343225,,,,17.1083634,
w8w0LtuahZS,Namgogoli Dispensary,Namgogoli Dispensary,106132-4,Mtwara District Council,xOJxkz079Ek,bN5q5k5DgLA,Mtwara Region,Dispensary,"[40.013502,-10.206224]",,,,,,7.16604388,570.9726073,,,,7.16604388,
aOOx0Ma7uWK,Mlingano Dispensary,Mlingano Dispensary,109713-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.86301,-5.12411]",,,,,,25.65232574,716.3585714,,,642.6636378,25.65232574,
kBtSIivYVr8,Mkuzi Health Center,Mkuzi Health Center,105158-0,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Health Center,"[38.8287,-5.24093]",,,,,,26.60740396,704.4747306,,,645.8638389,26.60740396,
m6K08zFv7hX,Longuza Dispensary,Longuza Dispensary,103584-9,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.69191,-5.11986]",,,,,,43.89703819,703.6016423,,,625.9968667,43.89703819,
O1NbGoShXn5,Mindu Dispensary,Mindu Dispensary,104943-6,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.82294,-5.27828]",,,,,,25.00660458,701.0948672,,,647.437449,25.00660458,
DpmFzr748YA,Bwembwera Dispensary,Bwembwera Dispensary,100656-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.71741,-5.19779]",,,,,,39.6982017,699.2857938,,,632.8250103,39.6982017,
FaBhlULEO22,Misozwe Dispensary,Misozwe Dispensary,104983-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.77895,-5.0634]",,,,,,36.18551511,714.7600386,,,631.24489,36.18551511,
ZmmhXiQ1rcq,Muheza DD Hospital,Muheza DD Hospital,105648-0,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Hospital,"[38.79169,-5.16818]",,,,,,31.99757041,707.3549189,,,638.2435634,31.99757041,
Pw4wZvoDbVk,Magila Dispensary,Magila Dispensary,103966-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.76603,-5.14935]",,,,,,35.166286,706.8828195,,,634.7367141,35.166286,
gWlitIhSXkg,Ubwari Dispensary,Ubwari Dispensary,107999-5,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Health Center,"[38.78128,-5.16715]",,,,,,33.15557702,706.6351063,,,637.189852,33.15557702,
oMs1K3ifSMv,Ngarani Kwakifua Dispensary,Ngarani Kwakifua Dispensary,106353-6,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.7518,-5.22331]",,,,,,34.95529163,699.8989266,,,637.5462045,34.95529163,
GXfWSFfgJF6,ZENETI,ZENETI,111634-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[-5.22188,38.6567]",,,,,,44.02860742,692.713878,,,628.4487584,44.02860742,
IlNbuvOqrVS,Magoroto Dispensary,Magoroto Dispensary,103986-6,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.74176,-5.10979]",,,,,,38.85623651,708.1987675,,,630.211756,38.85623651,
LeaT2aVfyzT,Mgambo Health Center,Mgambo Health Center,104767-9,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.61292,-5.04592]",,,,,,54.51826938,703.5755097,,,614.3098968,54.51826938,
Wk2zcGJwhfR,Ngua Dispensary,Ngua Dispensary,106425-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.58722,-5.14376]",,,,,,54.81921753,693.7491625,,,617.3775705,54.81921753,
RTVTxtsuyso,Mkanyageni Dispensary,Mkanyageni Dispensary,105056-6,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.86968,-5.14057]",,,,,,24.3143788,715.5718841,,,644.2062965,24.3143788,
CT1FDskWTpa,Muheza Dispensary,Muheza Dispensary,105647-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.78815,-5.17281]",,,,,,32.31160005,706.7140288,,,638.163421,32.31160005,
lMQgJjMswAj,Kwabada Dispensary,Kwabada Dispensary,103351-3,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.75372,-5.31818]",,,,,,29.69320542,692.5564033,,,643.1903311,29.69320542,
HPzwLQrbvO4,Songa Dispensary,Songa Dispensary,107531-6,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.64079,-5.2805]",,,,,,42.79676934,686.8051687,,,630.3617903,42.79676934,
YITsHXrHFWc,Bago Dispensary,Bago Dispensary,100225-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[39.03235,-5.33036]",,,,,,2.0129085,713.6802406,,,670.3290341,2.0129085,
gwXTynegkPH,Kwafungo Dispensary,Kwafungo Dispensary,103354-7,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.72264,-5.26513]",,,,,,35.34159488,694.3292958,,,637.1803535,35.34159488,
vxsGKHl0Zqd,Mashewa Dispensary,Mashewa Dispensary,104402-3,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.6691,-5.15619]",,,,,,45.63807674,698.9407585,,,625.8669079,45.63807674,
VYtO24iMYjv,Tongwe Dispensary,Tongwe Dispensary,107865-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.71214,-5.11442]",,,,,,41.87164303,705.5745457,,,627.6291968,41.87164303,
iw3Wpa3YpqA,Magoda Dispensary,Magoda Dispensary,103971-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.857512,-5.184752]",,,,,,24.51468291,711.139557,,,645.4721048,24.51468291,
P3jjztIdR1Q,Mbambara Dispensary,Mbambara Dispensary,109840-9,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.71724,-5.33691]",,,,,,32.59037973,688.2405017,,,640.855133,32.59037973,
pRxHmsGnME7,Ngomeni Dispensary,Ngomeni Dispensary,106410-4,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.89285,-5.16248]",,,,,,21.14274054,715.6440679,,,647.6384068,21.14274054,
J0obZSgCv4M,Kibaoni Dispensary,Kibaoni Dispensary,102578-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.84752,-5.1024]",,,,,,28.19954638,716.8874768,,,639.9862035,28.19954638,
e4Neo77Lzha,Kicheba Dispensary,Kicheba Dispensary,102645-9,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.78848,-5.10929]",,,,,,33.95553973,711.8051608,,,634.6732198,33.95553973,
zPE3EF28nVJ,Kigongomawe Dispensary,Kigongomawe Dispensary,102723-4,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.89982,-5.21421]",,,,,,19.63015394,712.1304207,,,651.1640382,19.63015394,
fykGYMmXBMm,Kididima Health Center,Kididima Health Center,102660-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Health Center,"[38.80172,-5.19126]",,,,,,30.59674992,706.2977169,,,640.4936453,30.59674992,
wHeyxLImaEo,Medicare Dispensary,Medicare Dispensary,105649-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.78738,-5.17389]",,,,,,32.38013466,706.5688321,,,638.1501517,32.38013466,
GOWfyTj1OxO,Kiwanda Dispensary,Kiwanda Dispensary,103222-6,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.71253,-5.05687]",,,,,,43.50308394,710.2494745,,,624.4845845,43.50308394,
AWQEwj6Y1Gk,Misalai Dispensary,Misalai Dispensary,104970-9,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.63646,-5.02298]",,,,,,51.94693076,707.2133428,,,615.3019224,51.94693076,
gryYEeEvk3P,Mhamba Health Center,Mhamba Health Center,104799-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.64047,-5.31231]",,,,,,41.51758913,684.2445948,,,632.2058993,41.51758913,
AMWMyLa4xNX,Mtindiro Dispensary,Mtindiro Dispensary,105568-0,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.77537,-5.26887]",,,,,,30.00702541,698.1222443,,,642.3866244,30.00702541,
OruP3b65r4A,Monga Dispensary,Monga Dispensary,105290-1,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.60006,-5.08133]",,,,,,54.82405105,699.753734,,,615.0585305,54.82405105,
vW9lxhXC3vq,Zirai Dispensary,Zirai Dispensary,108419-3,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.65624,-4.98327]",,,,,,50.12974607,711.9011729,,,615.039129,50.12974607,
Jku2eA1yQO8,Kwatango Dispensary,Kwatango Dispensary,103393-5,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.73756,-5.00864]",,,,,,40.85752479,716.0423115,,,624.2770543,40.85752479,
SAeDb8bfhre,Kigombe Dispensary,Kigombe Dispensary,102719-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[39.06213,-5.29263]",,,,,,0.25505386,718.9485522,,,671.0802331,0.25505386,
UNWK4k2xGoL,Pangani Falls Dispensary,Pangani Falls Dispensary,106968-1,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.6564,-5.35748]",,,,,,38.39524273,681.8917855,,,636.3774982,38.39524273,
PsAseRxROa7,Amani Dispensary,Amani Dispensary,100107-2,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.63348,-5.10012]",,,,,,50.71031149,700.7752599,,,619.3060064,50.71031149,
JgIfNaiyQ0T,Bulwa Health Center,Bulwa Health Center,100549-5,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Health Center,"[38.642,-5.04091]",,,,,,51.29158377,706.1970936,,,616.8230283,51.29158377,
JLkmFyPtCAE,Kisiwani Muheza Dispensary,Kisiwani Muheza Dispensary,103124-4,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.66243,-5.10012]",,,,,,47.60516024,702.9619952,,,622.0729229,47.60516024,
BidzUC7dpOF,Kambai Dispensary,Kambai Dispensary,102278-9,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.70577,-4.9822]",,,,,,44.70532414,715.7743847,,,619.7737626,44.70532414,
tLtAi20U3V9,Derema Dispensary,Derema Dispensary,100963-8,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.64179,-5.0819]",,,,,,50.35921964,702.8794637,,,619.0797788,50.35921964,
y3AhRY3EkRa,Nkumba Dispensary,Nkumba Dispensary,106545-7,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.72428,-5.15321]",,,,,,39.64008158,703.3796261,,,630.9602369,39.64008158,
eTmFf06Vlz3,Kilulu Dispensary,Kilulu Dispensary,109776-5,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.80036,-5.2132]",,,,,,30.57183401,704.4562071,,,641.5969893,30.57183401,
yKZW9FTJjOI,Potwe Dispensary,Potwe Dispensary,107028-3,Muheza District Council,H2LvCkw2bCO,vU0Qt1A5IDz,Tanga Region,Dispensary,"[38.61807,-5.20696]",,,,,,48.58945159,690.9753956,,,623.935339,48.58945159,
XAe576Y5vGk,Kagondo Hospital,Kagondo Hospital,102169-0,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Hospital,"[31.7043,-1.54749]",,,,,,,,,330.7433287,5.2536503,5.2536503,
dUNWSoAIVPb,Nshamba Health Center,Nshamba Health Center,106577-0,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Health Center,"[31.550163,-1.80332]",,,,,,,,,300.1756913,16.89707889,16.89707889,
YJRLeRVmMew,Kabare Dispensary,Kabare Dispensary,110261-5,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.54995,-1.84344]",,,,,,,,,297.625608,15.4808216,15.4808216,
slDu9vvvPrx,Kabale B Dispensary,Kabale B Dispensary,110087-4,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.57631,-1.86493]",,,,,,,,,298.7228704,11.71005584,11.71005584,
bjzmzrH7ZXr,Kihwera Dispensary,Kihwera Dispensary,102754-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5436,-1.6701]",,,,,,,,,308.3030123,20.11879665,20.11879665,
aRpBSNbiCdc,Muyenje Dispensary,Muyenje Dispensary,105743-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.69028,-1.746]",,,,,,,,,316.5960663,3.04434189,3.04434189,
rbx4ADYNszd,Ndolage Hospital,Ndolage Hospital,106259-5,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Hospital,"[31.64571,-1.60465]",,,,,,,,,321.7268679,10.85137888,10.85137888,
af88dAlwxWe,Ikuza Dispansary,Ikuza Dispansary,110103-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.819375,-2.139597]",,,,,,,,,306.9273557,0.12670211,0.12670211,
nonSIYqku5Y,Kimeya Health Center,Kimeya Health Center,102910-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Health Center,"[31.5193,-2.05734]",,,,,,,,,281.9877318,9.23535418,9.23535418,
X7nI8jelIBB,Kimwani Dispensary,Kimwani Dispensary,102920-6,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.66387,-2.17299]",,,,,,,,,289.8295076,1.91003553,1.91003553,
ArFnsGPWL3o,Karambi Dispensary,Karambi Dispensary,102370-4,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5024,-2.10592]",,,,,,,,,277.6423837,10.47867421,10.47867421,
eWFr9NXICl7,Kishanda Dispensary,Kishanda Dispensary,103097-2,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5565,-1.73476]",,,,,,,,,305.1694879,17.14353924,17.14353924,
Ts6Tc5ipzcQ,Kitua Dispensary,Kitua Dispensary,103192-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.868893,-1.620899]",,,,,,,,,340.8102711,0.35597334,0.35597334,
Ou781x6UOln,Kibanga Dispensary,Kibanga Dispensary,102574-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5663,-1.8862]",,,,,,,,,296.4934424,10.87359889,10.87359889,
aHQpCXxaQtn,Buganguzi Dispensary,Buganguzi Dispensary,100440-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.57471,-1.6881]",,,,,,,,,309.865444,16.45354267,16.45354267,
sGZ2mWwKqvV,Omurunazi Dispensary,Omurunazi Dispensary,106930-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.4983,-1.71719]",,,,,,,,,301.1378706,23.90152785,23.90152785,
yN7QdDb3Cj2,ELCT Ilemera Dispensary,ELCT Ilemera Dispensary,101736-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.62475,-1.9508]",,,,,,,,,298.1293546,1.33610451,1.33610451,
GNwFELqbQKm,Madalena Kolping Dispensary,Madalena Kolping Dispensary,111170-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.49339,-2.10323]",,,,,,,,,276.9255757,11.43252205,11.43252205,
TsTJ4IkT28h,Bisheke Dispensary,Bisheke Dispensary,109040-6,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.523732,-1.995967]",,,,,,,,,285.9462156,9.82741853,9.82741853,
jXQR1h0n9XB,Nyamilanda Dispensary,Nyamilanda Dispensary,106732-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5027,-2.15905]",,,,,,,,,274.7699283,12.72625846,12.72625846,
YDGm0sC86b0,Ruhanga Dispensary,Ruhanga Dispensary,107137-2,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.664,-1.59453]",,,,,,,,,324.0247022,9.28001088,9.28001088,
V6IBpK29JGz,Kerebe Dispensary,Kerebe Dispensary,102544-4,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[32.113628,-1.473878]",,,,,,,,,372.468484,0.19973284,0.19973284,
fl3TS7ihRl4,Kamachumu Health Center,Kamachumu Health Center,102270-6,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Health Center,"[-1.62696,31.61398]",,,,,,,,,317.4230588,13.18532301,13.18532301,
gjt81GwKvG0,Magereza Dispensary,Magereza Dispensary,111173-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.651863,-1.855769]",,,,,,,,,306.2995861,4.53094053,4.53094053,
vaaHsOUQaqO,Rubya Hospital,Rubya Hospital,107125-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Hospital,"[31.6204,-1.74956]",,,,,,,,,309.9880778,9.85270807,9.85270807,
pepoAVLfU8i,Kyamyorwa Dispensary,Kyamyorwa Dispensary,103424-8,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5681,-2.09139]",,,,,,,,,284.7794256,3.04577048,3.04577048,
j7rTTVessBz,Rugando Dispensary,Rugando Dispensary,107130-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.59364,-1.59064]",,,,,,,,,318.0839304,16.69104194,16.69104194,
i4p5FQFL1By,Mazinga Dispensary,Mazinga Dispensary,104531-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.778504,-2.012704]",,,,,,,,,309.450537,0.2448568,0.2448568,
NwMAaQ8678m,Kishuro Dispensary,Kishuro Dispensary,103106-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.43891,-1.84124]",,,,,,,,,287.6626441,24.86076536,24.86076536,
w9I6ynovui9,Burigi Dispensary,Burigi Dispensary,100011-6,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.4234,-2.12365]",,,,,,,,,269.0699158,19.47109827,19.47109827,
jV1GDZbiYEK,Bushekya Dispensary,Bushekya Dispensary,100599-0,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.703,-1.54032]",,,,,,,,,331.1106793,5.44278436,5.44278436,
YDCBv4E3Rf5,Rwigembe Dispensary,Rwigembe Dispensary,107205-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.4494,-1.77643]",,,,,,,,,292.8498011,28.23157567,28.23157567,
zDKUGSWdDxc,Bumbire Dispensary,Bumbire Dispensary,109071-1,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.875197,-1.680493]",,,,,,,,,337.7082701,0.15548143,0.15548143,
PtOgCiIO6XV,Kaboya Dispensary,Kaboya Dispensary,102143-5,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.7442,-1.59587]",,,,,,,,,331.0939971,0.8631865,0.8631865,
X92pFekgiTe,Kaigara Health Center,Kaigara Health Center,102192-2,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Health Center,"[31.6709,-1.83242]",,,,,,,,,309.4842609,3.33744183,3.33744183,
yOCwD8W5jiE,Kyebitembe Dispensary,Kyebitembe Dispensary,103428-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5,-2.17697]",,,,,,,,,273.5494265,14.20013502,14.20013502,
s8dZmmsyrCG,Rushwa Dispensary,Rushwa Dispensary,107172-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.49404,-1.78329]",,,,,,,,,296.3920159,23.22019978,23.22019978,
CYOk3nVJRUV,Mubunda Dispensary,Mubunda Dispensary,105616-7,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.51543,-1.94737]",,,,,,,,,288.0525521,12.20796685,12.20796685,
lirlA9YSSoB,Ilemera Dispensary,Ilemera Dispensary,101735-9,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.63302,-1.93494]",,,,,,,,,299.8345226,1.99119248,1.99119248,
IXlo8Qgu2vY,Izigo Health Center,Izigo Health Center,102051-0,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Health Center,"[31.7168,-1.62679]",,,,,,,,,326.6152585,3.15636271,3.15636271,
Qq4bQGO0xL6,Kagoma Dispensary,Kagoma Dispensary,102168-2,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.69913,-1.76839]",,,,,,,,,316.0183722,0.86675925,0.86675925,
ThrbgoMJycJ,Kyota Dispensary,Kyota Dispensary,103438-8,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.66913,-2.0936]",,,,,,,,,294.4763165,2.95162199,2.95162199,
MNlC0We9Uqk,Nyakabango Dispensary,Nyakabango Dispensary,109323-6,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.65019,-2.30419]",,,,,,,,,282.0797983,0.32833057,0.32833057,
VUZpSoenpoM,Rwantege Dispensary,Rwantege Dispensary,107200-8,Muleba District Council,wIjscdPZF3N,Crkg9BoUo5w,Kagera Region,Dispensary,"[31.5497,-1.77598]",,,,,,,,,301.8834268,17.1466722,17.1466722,
HCIJt4uSFFm,Kiruru Dispensary,Kiruru Dispensary,103051-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.58611,-3.70837]",,,,,,210.544532,750.3473131,730.6583948,856.8533057,446.9643204,210.544532,
dkqZuXv3j09,Karamba Mwanga DC Dispensary,Karamba Dispensary,102368-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.834105,-3.771923]",,,,,,183.4504192,759.1308474,745.3509205,878.9860555,475.2015919,183.4504192,
HoXeTHBPVZi,Magereza Mwanga Dispensary,Magereza Dispensary,103052-7,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.59127,-3.70989]",,,,,,209.9660079,750.5019463,730.9403844,857.3008492,447.5595152,209.9660079,
wNSrrsTOamc,Kiti cha Mungu Dispensary,Kiti cha Mungu Dispensary,103181-4,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.47235,-3.77722]",,,,,,217.8973125,737.3052131,716.3806158,842.1803495,438.0942333,217.8973125,
SskRN0V0B39,Njiapanda Dispensary,Njiapanda Dispensary,106493-0,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.48304,-3.8064]",,,,,,215.3613694,735.146532,714.9021488,841.8975176,440.4439412,215.3613694,
o6jcxuUh0Je,Kigonigoni Health Center,Kigonigoni Health Center,102725-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Health Center,"[37.71606,-3.6857]",,,,,,199.6458229,760.0717361,742.6116679,870.9945668,459.5779318,199.6458229,
OYTlWAmDQL1,Butu Dispensary,Butu Dispensary,100623-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.71612,-3.6463]",,,,,,202.0759034,763.7685171,745.6960088,872.844103,458.0935416,202.0759034,
yjoPJa1FdJU,Kikweni Dispensary,Kikweni Dispensary,102805-9,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.64507,-3.65189]",,,,,,208.2899532,759.0911568,739.70392,865.4413016,450.8853481,208.2899532,
h0LRlTp2fBm,Mangio Dispensary,Mangio Dispensary,104249-8,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.66174,-3.59889]",,,,,,210.0262938,765.0574161,745.1868771,869.6350948,450.6449249,210.0262938,
aaSOqgFVCCK,Ngujini Dispensary,Ngujini Dispensary,106428-6,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.63298,-3.72745]",,,,,,204.9928117,751.2719717,732.820266,860.6795352,452.581587,204.9928117,
ZcLIWKrYRy8,Bora Dispensary,Bora Dispensary,103461-0,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.44494,-3.6528]",,,,,,227.1807789,747.625504,724.2153138,845.3552555,430.1207486,227.1807789,
gyAxdsAAWyl,Usangi District Hospital,Usangi District Hospital,108166-0,Mwanga District Council,OHu1VHzyA0x,lnOyHhoLzre,Kilimanjaro Region,Hospital,"[37.66143,-3.6949]",,,,,,204.1900861,755.9960329,737.6008001,865.0630956,454.2473269,204.1900861,
